openmlid,seed,rf_oob,rf_test,lda_oob,lda_test,pca_oob,pca_test,choice,best_choice_oob,best_choice_test,gap,imp,traintime_rf_act,traintime_lda_act,traintime_pca_act,traintime_rf_max,traintime_lda_max,traintime_pca_max,trees_rf,trees_lda,trees_pca,selfopt_oob,selfopt_test,gap_oob,gap_test,imp_oob,imp_test,traintime_total_act,traintime_total_max,time_compression,tree_compression
12,4,0.96,0.9555,0.986,0.9691,0.974,0.9663,lda,lda,lda,0.0,0.014,28.9738,31.51770000000001,273.7354,82.42859999999997,45.50750000000001,398.824,35,69,68,0.986,0.9691,0.0,0.0,0.026000000000000023,0.013599999999999945,334.22690000000006,526.7601,0.6344954752647364,0.5733333333333334
12,5,0.964,0.955,0.9752,0.9773,0.966,0.9675,lda,lda,lda,0.0,0.022,19.5249,24.3978,106.4931,68.05619999999999,38.67399999999999,344.09030000000007,29,63,31,0.9752,0.9773,0.0,0.0,0.011199999999999988,0.022299999999999986,150.4158,450.82050000000004,0.33364898002641846,0.41
12,6,0.95,0.9528,0.972,0.9704,0.976,0.9689,lda,pca,lda,0.0,0.018,19.676900000000003,28.51489999999999,83.0445,76.5509,43.83509999999997,402.39749999999987,29,64,20,0.972,0.9704,0.0040000000000000036,0.0,0.02200000000000002,0.01760000000000006,131.2363,522.7834999999998,0.2510337453266984,0.37666666666666665
12,7,0.974,0.9445,0.9864,0.9677,0.99,0.9624,lda,pca,lda,0.0,0.023,22.2717,15.8715,90.05880000000003,67.13009999999997,39.29550000000001,331.7469999999999,33,41,27,0.9864,0.9677,0.0035999999999999366,0.0,0.012400000000000078,0.0232,128.20200000000003,438.1725999999999,0.2925833335995908,0.33666666666666667
12,8,0.95,0.9512,0.9724,0.9723,0.9664,0.9775,pca,lda,pca,0.0,0.026,15.672600000000005,20.240600000000004,170.0625,80.95499999999996,47.9438,407.61770000000007,19,42,41,0.9664,0.9775,0.006000000000000005,0.0,0.01640000000000008,0.02629999999999999,205.97570000000002,536.5165000000001,0.3839130762986786,0.34
12,9,0.9572,0.9591,0.9716,0.9751,0.9776,0.9681,lda,pca,lda,0.0,0.016,26.812500000000004,20.0671,90.0717,69.17049999999999,41.0011,364.1152,39,49,25,0.9716,0.9751,0.006000000000000005,0.0,0.014399999999999968,0.016000000000000014,136.9513,474.28679999999997,0.2887520799651182,0.37666666666666665
12,10,0.9476,0.9481,0.974,0.9723,0.97,0.9669,pca,lda,lda,0.005400000000000071,0.019,29.588500000000003,28.7273,311.8549999999999,80.9364,41.0531,404.9552,37,70,77,0.97,0.9669,0.0040000000000000036,0.005400000000000071,0.022399999999999975,0.018799999999999928,370.17079999999993,526.9447,0.7024850994800781,0.6133333333333333
12,11,0.9556,0.9516,0.9816,0.9724,0.976,0.9648,lda,lda,lda,0.0,0.021,31.0124,43.3264,361.4565999999999,71.6708,43.8246,364.9450999999999,43,99,99,0.9816,0.9724,0.0,0.0,0.026000000000000023,0.02080000000000004,435.7953999999999,480.44049999999993,0.9070746533649848,0.8033333333333333
12,12,0.9576,0.9548,0.972,0.9726,0.9748,0.9712,lda,pca,lda,0.0,0.018,22.5045,42.9753,388.1685999999999,79.54899999999998,42.9753,388.1685999999999,28,100,100,0.972,0.9726,0.0028000000000000247,0.0,0.014399999999999968,0.017800000000000038,453.6483999999999,510.6928999999999,0.8882997981761642,0.76
12,13,0.9664,0.9568,0.98,0.9684,0.972,0.9633,lda,lda,lda,0.0,0.012,18.3577,22.1873,105.5772,80.26920000000003,47.44180000000002,406.4924,23,47,26,0.98,0.9684,0.0,0.0,0.013599999999999945,0.011600000000000055,146.12220000000002,534.2034,0.2735328902811177,0.32
12,14,0.954,0.9465,0.9716,0.9703,0.9732,0.9701,lda,pca,lda,0.0,0.024,26.8834,16.9201,88.57650000000002,72.83279999999995,43.82330000000002,377.6327,37,39,24,0.9716,0.9703,0.0015999999999999348,0.0,0.01760000000000006,0.023800000000000043,132.38000000000002,494.2888,0.26781913731405615,0.3333333333333333
12,15,0.9568,0.9517,0.9684,0.9696,0.9656,0.9688,pca,lda,lda,0.0008000000000000229,0.017,17.841199999999994,15.4522,215.5946,78.56769999999995,47.62969999999999,396.03760000000005,23,33,55,0.9656,0.9688,0.0028000000000000247,0.0008000000000000229,0.00880000000000003,0.017100000000000004,248.888,522.235,0.4765823814949209,0.37
12,16,0.9512,0.9515,0.972,0.9708,0.98,0.9659,lda,pca,lda,0.0,0.019,26.336499999999994,21.930499999999995,112.16290000000002,82.33149999999998,48.81289999999998,413.77169999999984,32,45,27,0.972,0.9708,0.008000000000000007,0.0,0.02079999999999993,0.019299999999999984,160.4299,544.9160999999998,0.29441211224994096,0.3466666666666667
